               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.036046,            0.031316,                   0,             0.91971,             0.84624,             0.89282,              0.3326,            0.028143,            0.010857,                   0,           0.0065333,           0.0065333,           0.0065333
                 132,            0.036451,            0.030672,                   0,             0.91753,             0.83319,             0.88856,             0.33147,            0.028303,            0.011002,                   0,           0.0065067,           0.0065067,           0.0065067
                 133,            0.036111,            0.031276,                   0,             0.92225,               0.874,             0.90057,             0.34175,            0.027941,            0.010792,                   0,             0.00648,             0.00648,             0.00648
                 134,            0.035853,            0.030951,                   0,              0.9242,             0.84112,             0.89992,             0.34018,            0.027963,            0.010862,                   0,           0.0064533,           0.0064533,           0.0064533
                 135,            0.035508,            0.030634,                   0,             0.91454,             0.82923,             0.88455,             0.32661,            0.028241,            0.011085,                   0,           0.0064267,           0.0064267,           0.0064267
                 136,             0.03634,            0.030354,                   0,             0.92307,              0.8535,             0.90427,             0.34367,            0.027893,             0.01081,                   0,              0.0064,              0.0064,              0.0064
                 137,              0.0355,            0.030742,                   0,             0.91697,             0.82912,             0.88447,             0.33386,            0.028209,            0.011097,                   0,           0.0063733,           0.0063733,           0.0063733
                 138,             0.03593,            0.030644,                   0,             0.93108,             0.87228,             0.91335,             0.34474,            0.027903,             0.01065,                   0,           0.0063467,           0.0063467,           0.0063467
                 139,            0.035789,            0.030685,                   0,             0.92513,             0.83956,             0.89483,             0.33947,            0.027949,            0.010893,                   0,             0.00632,             0.00632,             0.00632
                 140,            0.035629,            0.030178,                   0,             0.92683,             0.85369,             0.90447,             0.34647,            0.027744,            0.010807,                   0,           0.0062933,           0.0062933,           0.0062933
                 141,            0.035987,            0.030764,                   0,             0.91949,             0.84083,             0.89322,             0.33548,            0.028112,             0.01092,                   0,           0.0062667,           0.0062667,           0.0062667
                 142,            0.036003,            0.030989,                   0,             0.91996,             0.83249,             0.89192,             0.33334,            0.028228,            0.010981,                   0,             0.00624,             0.00624,             0.00624
                 143,            0.035839,            0.030134,                   0,             0.91299,             0.84083,             0.88561,             0.33183,            0.028175,            0.010981,                   0,           0.0062133,           0.0062133,           0.0062133
