               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.039673,             0.03317,          0.00084919,             0.62473,             0.47245,             0.50638,             0.20814,            0.034137,            0.029238,          0.00076498,           0.0077891,           0.0077891,           0.0077891
                 154,             0.03979,            0.033482,          0.00087875,             0.62628,             0.47072,             0.50575,             0.20831,            0.034128,            0.029227,          0.00076371,           0.0077745,           0.0077745,           0.0077745
                 155,            0.039752,            0.033747,          0.00088538,             0.62224,             0.46658,             0.50379,             0.20853,            0.034118,            0.029216,          0.00076221,             0.00776,             0.00776,             0.00776
                 156,            0.039794,            0.033742,          0.00098305,             0.62375,             0.46536,             0.50331,             0.20881,            0.034109,            0.029209,          0.00076055,           0.0077455,           0.0077455,           0.0077455
                 157,            0.039757,            0.033941,          0.00095532,             0.62299,             0.46576,             0.50211,             0.20851,              0.0341,            0.029203,          0.00075993,           0.0077309,           0.0077309,           0.0077309
                 158,             0.04002,            0.034093,          0.00090146,             0.62395,             0.46603,             0.50033,             0.20878,            0.034092,            0.029194,          0.00075864,           0.0077164,           0.0077164,           0.0077164
                 159,            0.039685,             0.03342,          0.00091214,             0.62421,             0.46604,             0.50028,             0.20876,            0.034084,            0.029187,          0.00075758,           0.0077018,           0.0077018,           0.0077018
                 160,            0.039908,            0.033804,          0.00090188,             0.62409,             0.46482,             0.50011,             0.20907,            0.034075,            0.029183,          0.00075654,           0.0076873,           0.0076873,           0.0076873
                 161,            0.039803,            0.034082,          0.00084691,             0.62452,             0.46548,              0.5012,             0.20924,            0.034067,            0.029175,          0.00075624,           0.0076727,           0.0076727,           0.0076727
                 162,            0.039697,             0.03345,          0.00084174,             0.63015,             0.46681,             0.50234,             0.20943,            0.034059,             0.02917,          0.00075553,           0.0076582,           0.0076582,           0.0076582
                 163,            0.039774,            0.033072,          0.00090784,             0.62954,             0.46864,             0.50242,             0.20985,             0.03405,            0.029164,          0.00075346,           0.0076436,           0.0076436,           0.0076436
                 164,            0.039429,            0.032556,          0.00077815,             0.63857,             0.46429,             0.50369,             0.21039,            0.034043,            0.029154,          0.00075254,           0.0076291,           0.0076291,           0.0076291
                 165,            0.039864,            0.033799,          0.00091136,             0.63483,             0.46419,             0.50213,             0.21016,            0.034034,            0.029147,          0.00075171,           0.0076145,           0.0076145,           0.0076145
                 166,            0.039938,            0.034391,           0.0011009,             0.63184,             0.46051,             0.50181,             0.21013,            0.034026,            0.029142,          0.00075054,              0.0076,              0.0076,              0.0076
                 167,            0.039706,            0.034283,          0.00085088,             0.63349,              0.4615,             0.50339,             0.21081,            0.034018,            0.029133,          0.00074899,           0.0075855,           0.0075855,           0.0075855
                 168,            0.039818,            0.034498,          0.00084856,             0.63306,             0.46115,             0.50238,             0.21067,            0.034011,            0.029127,          0.00074784,           0.0075709,           0.0075709,           0.0075709
                 169,            0.039882,            0.034006,           0.0008808,             0.63201,             0.45817,             0.50205,             0.21077,            0.034004,            0.029119,          0.00074635,           0.0075564,           0.0075564,           0.0075564
                 170,            0.039389,            0.034159,            0.001034,             0.62725,             0.46301,             0.50258,             0.21096,            0.033996,            0.029113,          0.00074561,           0.0075418,           0.0075418,           0.0075418
                 171,            0.039691,            0.033984,          0.00093335,             0.54968,             0.51026,             0.50393,             0.21109,            0.033988,             0.02911,          0.00074567,           0.0075273,           0.0075273,           0.0075273
                 172,            0.039517,            0.033577,          0.00083815,             0.54658,             0.50959,             0.50387,             0.21126,             0.03398,            0.029101,          0.00074467,           0.0075127,           0.0075127,           0.0075127
                 173,            0.039724,            0.033846,          0.00087968,             0.54935,             0.51293,             0.50622,             0.21192,            0.033972,            0.029098,          0.00074483,           0.0074982,           0.0074982,           0.0074982
                 174,            0.039641,            0.033156,          0.00080181,             0.63475,             0.46372,             0.50626,             0.21215,            0.033964,            0.029086,           0.0007438,           0.0074836,           0.0074836,           0.0074836
                 175,            0.039973,            0.033823,          0.00081594,             0.63688,             0.46288,             0.50585,             0.21216,            0.033956,            0.029085,          0.00074313,           0.0074691,           0.0074691,           0.0074691
                 176,             0.03933,            0.033166,          0.00076246,             0.63246,             0.46545,             0.50675,             0.21199,            0.033948,            0.029081,          0.00074166,           0.0074545,           0.0074545,           0.0074545
                 177,            0.039356,            0.032942,          0.00084141,             0.56373,             0.51219,             0.50739,             0.21204,             0.03394,            0.029072,          0.00074062,             0.00744,             0.00744,             0.00744
                 178,            0.039981,            0.033889,          0.00082302,             0.55489,             0.51933,             0.50737,             0.21196,            0.033932,            0.029067,          0.00074008,           0.0074255,           0.0074255,           0.0074255
                 179,            0.039575,            0.033873,          0.00086211,             0.55627,             0.51459,             0.50774,             0.21178,            0.033924,            0.029056,          0.00073904,           0.0074109,           0.0074109,           0.0074109
                 180,            0.040059,            0.034561,           0.0012319,             0.55809,             0.51495,              0.5084,              0.2122,            0.033917,             0.02905,          0.00073727,           0.0073964,           0.0073964,           0.0073964
                 181,            0.039942,            0.033923,          0.00096956,             0.56551,             0.51613,             0.50918,             0.21257,             0.03391,            0.029045,          0.00073585,           0.0073818,           0.0073818,           0.0073818
                 182,            0.039525,            0.033435,          0.00078201,             0.56715,             0.51945,             0.51124,             0.21321,            0.033902,            0.029042,          0.00073405,           0.0073673,           0.0073673,           0.0073673
                 183,            0.039408,            0.033046,          0.00075133,             0.56226,             0.52068,             0.51116,             0.21362,            0.033893,            0.029035,          0.00073252,           0.0073527,           0.0073527,           0.0073527
                 184,             0.03967,            0.034364,          0.00080058,             0.56316,             0.51926,             0.51179,             0.21356,            0.033885,            0.029031,          0.00073085,           0.0073382,           0.0073382,           0.0073382
                 185,            0.039558,            0.033135,          0.00076576,             0.57487,             0.51724,             0.51193,             0.21344,            0.033877,            0.029025,          0.00072976,           0.0073236,           0.0073236,           0.0073236
                 186,            0.039352,            0.033285,          0.00075156,             0.57518,             0.51524,             0.51103,             0.21365,            0.033868,            0.029018,          0.00072872,           0.0073091,           0.0073091,           0.0073091
                 187,            0.039589,            0.033275,          0.00077145,             0.58199,               0.517,               0.512,             0.21394,            0.033856,             0.02901,          0.00072934,           0.0072945,           0.0072945,           0.0072945
                 188,            0.039396,            0.033789,          0.00081061,             0.57986,             0.51836,             0.51292,             0.21399,            0.033848,            0.029005,          0.00072825,             0.00728,             0.00728,             0.00728
                 189,            0.039356,            0.033079,          0.00081832,             0.57765,             0.52028,             0.51241,             0.21446,             0.03384,               0.029,          0.00072704,           0.0072655,           0.0072655,           0.0072655
                 190,            0.039371,            0.033928,          0.00077901,             0.58028,             0.52225,             0.51358,             0.21439,            0.033833,            0.028996,          0.00072592,           0.0072509,           0.0072509,           0.0072509
                 191,            0.039372,              0.0331,          0.00082621,             0.58474,             0.52156,             0.51461,             0.21424,            0.033824,            0.028989,          0.00072575,           0.0072364,           0.0072364,           0.0072364
                 192,            0.039629,            0.033807,          0.00085365,             0.58616,             0.52066,             0.51324,             0.21421,            0.033813,            0.028983,          0.00072648,           0.0072218,           0.0072218,           0.0072218
                 193,            0.039321,             0.03296,          0.00073726,             0.58762,             0.52055,             0.51384,             0.21435,            0.033805,            0.028978,          0.00072584,           0.0072073,           0.0072073,           0.0072073
                 194,            0.039429,            0.033425,          0.00072693,             0.59019,             0.51963,             0.51461,             0.21444,            0.033797,            0.028975,          0.00072462,           0.0071927,           0.0071927,           0.0071927
                 195,             0.03908,            0.032313,          0.00072394,             0.59523,             0.51691,             0.51568,             0.21506,            0.033789,            0.028973,          0.00072342,           0.0071782,           0.0071782,           0.0071782
                 196,            0.039258,            0.032791,          0.00071674,             0.59597,             0.51333,             0.51451,             0.21498,            0.033781,            0.028969,          0.00072202,           0.0071636,           0.0071636,           0.0071636
                 197,            0.039416,            0.032766,          0.00083114,             0.59375,             0.51392,             0.51454,             0.21498,            0.033772,            0.028967,          0.00072138,           0.0071491,           0.0071491,           0.0071491
                 198,            0.039224,            0.033152,          0.00084868,             0.59298,             0.51414,             0.51446,             0.21542,            0.033761,             0.02896,          0.00072239,           0.0071345,           0.0071345,           0.0071345
                 199,            0.039419,            0.033345,          0.00071686,             0.59429,             0.51145,             0.51292,             0.21578,            0.033752,            0.028948,           0.0007241,             0.00712,             0.00712,             0.00712
                 200,            0.039359,            0.033862,          0.00075748,             0.59188,             0.50787,             0.51188,             0.21588,            0.033745,            0.028943,          0.00072369,           0.0071055,           0.0071055,           0.0071055
                 201,            0.039139,             0.03331,          0.00089207,               0.587,             0.50964,             0.51468,             0.21641,            0.033737,            0.028939,          0.00072254,           0.0070909,           0.0070909,           0.0070909
                 202,            0.039252,             0.03299,          0.00076105,             0.59286,             0.50827,             0.51582,             0.21645,            0.033729,            0.028935,          0.00072098,           0.0070764,           0.0070764,           0.0070764
                 203,            0.039117,            0.032839,          0.00080066,             0.59354,             0.50912,             0.51475,             0.21666,            0.033721,            0.028932,          0.00071924,           0.0070618,           0.0070618,           0.0070618
                 204,            0.039225,            0.032753,          0.00089637,             0.59431,             0.51068,             0.51539,             0.21698,            0.033713,             0.02893,          0.00071758,           0.0070473,           0.0070473,           0.0070473
                 205,            0.039505,            0.033828,          0.00080751,             0.59188,             0.51118,             0.51576,             0.21706,            0.033706,            0.028927,          0.00071618,           0.0070327,           0.0070327,           0.0070327
                 206,            0.039419,            0.033532,           0.0007921,             0.59646,             0.50743,             0.51607,             0.21739,            0.033698,            0.028924,           0.0007149,           0.0070182,           0.0070182,           0.0070182
                 207,            0.039431,            0.033196,          0.00092973,             0.59662,             0.51267,             0.51587,             0.21729,            0.033692,            0.028921,          0.00071434,           0.0070036,           0.0070036,           0.0070036
                 208,            0.039303,            0.033479,          0.00071277,              0.5996,             0.51062,             0.51727,             0.21785,            0.033685,            0.028917,          0.00071328,           0.0069891,           0.0069891,           0.0069891
                 209,            0.039135,            0.031964,          0.00074816,             0.59889,             0.51598,             0.51648,             0.21736,            0.033676,            0.028916,          0.00071197,           0.0069745,           0.0069745,           0.0069745
                 210,            0.039429,            0.032758,          0.00070799,             0.60734,             0.50903,             0.51629,             0.21782,            0.033669,             0.02891,          0.00071076,             0.00696,             0.00696,             0.00696
                 211,             0.03913,            0.032557,          0.00069772,             0.60285,               0.513,             0.51753,             0.21832,            0.033662,            0.028908,          0.00070865,           0.0069455,           0.0069455,           0.0069455
                 212,            0.039129,            0.033153,          0.00070272,             0.59869,             0.51653,             0.51762,             0.21857,            0.033655,            0.028906,          0.00070781,           0.0069309,           0.0069309,           0.0069309
                 213,            0.039394,            0.034186,          0.00066248,             0.59315,             0.52193,             0.51835,              0.2194,            0.033647,            0.028905,          0.00070679,           0.0069164,           0.0069164,           0.0069164
                 214,            0.038903,             0.03215,           0.0007106,             0.59626,             0.51927,             0.51951,             0.22015,            0.033639,            0.028902,          0.00070548,           0.0069018,           0.0069018,           0.0069018
                 215,            0.039299,            0.032977,          0.00068651,             0.59667,             0.52222,             0.52111,             0.22066,            0.033631,            0.028895,          0.00070387,           0.0068873,           0.0068873,           0.0068873
                 216,            0.039228,            0.032858,          0.00077413,             0.60132,             0.52289,              0.5231,             0.22101,            0.033622,            0.028896,          0.00070315,           0.0068727,           0.0068727,           0.0068727
                 217,            0.039064,            0.032794,          0.00073196,             0.59735,             0.52156,             0.52236,             0.22116,            0.033615,            0.028895,           0.0007028,           0.0068582,           0.0068582,           0.0068582
                 218,            0.039188,            0.032549,          0.00077641,             0.60028,             0.52522,             0.52194,             0.22184,            0.033607,            0.028894,          0.00070223,           0.0068436,           0.0068436,           0.0068436
                 219,            0.038976,            0.032319,          0.00073966,             0.59971,             0.52389,             0.52294,             0.22254,            0.033599,            0.028892,          0.00070098,           0.0068291,           0.0068291,           0.0068291
                 220,            0.039085,            0.033106,          0.00068659,             0.60413,             0.51949,             0.52175,             0.22193,            0.033591,            0.028889,          0.00070059,           0.0068145,           0.0068145,           0.0068145
                 221,            0.038993,            0.032972,          0.00063759,             0.60167,             0.51879,             0.52236,             0.22216,            0.033584,            0.028885,          0.00069965,              0.0068,              0.0068,              0.0068
                 222,            0.039126,            0.032806,          0.00067639,             0.59504,               0.522,             0.52304,             0.22237,            0.033576,            0.028882,          0.00069856,           0.0067855,           0.0067855,           0.0067855
                 223,            0.038854,            0.032791,          0.00072748,             0.59956,             0.52133,             0.52518,             0.22309,            0.033567,            0.028878,          0.00069792,           0.0067709,           0.0067709,           0.0067709
                 224,            0.039262,            0.033645,          0.00081528,             0.60477,             0.52307,             0.52889,             0.22351,             0.03356,            0.028875,          0.00069791,           0.0067564,           0.0067564,           0.0067564
                 225,            0.039094,            0.033031,          0.00078936,             0.60423,             0.52535,             0.53034,             0.22375,            0.033552,            0.028871,          0.00069771,           0.0067418,           0.0067418,           0.0067418
                 226,            0.039119,            0.032993,          0.00074628,             0.60493,             0.52501,             0.52795,             0.22331,            0.033545,            0.028865,          0.00069683,           0.0067273,           0.0067273,           0.0067273
                 227,            0.039317,             0.03351,          0.00067221,             0.60549,             0.52507,             0.52836,             0.22316,            0.033538,            0.028864,           0.0006965,           0.0067127,           0.0067127,           0.0067127
                 228,            0.039184,            0.033026,          0.00069024,             0.60662,             0.52534,             0.53006,             0.22408,             0.03353,            0.028859,          0.00069614,           0.0066982,           0.0066982,           0.0066982
                 229,            0.039059,            0.032721,          0.00071225,              0.6082,             0.52614,             0.52961,              0.2242,            0.033523,            0.028854,          0.00069617,           0.0066836,           0.0066836,           0.0066836
                 230,            0.038863,            0.031867,          0.00066156,             0.61053,             0.52647,             0.53036,              0.2248,            0.033516,            0.028851,           0.0006957,           0.0066691,           0.0066691,           0.0066691
                 231,            0.038943,            0.033233,          0.00066089,              0.6111,             0.52556,             0.52994,             0.22494,            0.033509,             0.02885,          0.00069543,           0.0066545,           0.0066545,           0.0066545
                 232,            0.039054,            0.032993,          0.00070828,             0.60953,             0.52455,              0.5306,             0.22536,            0.033502,            0.028847,          0.00069543,             0.00664,             0.00664,             0.00664
                 233,            0.039146,            0.033279,          0.00074329,             0.60695,             0.52492,             0.52987,             0.22469,            0.033495,            0.028842,          0.00069541,           0.0066255,           0.0066255,           0.0066255
                 234,            0.039367,            0.033219,          0.00074177,             0.61053,             0.52425,             0.53058,             0.22442,            0.033488,             0.02884,          0.00069544,           0.0066109,           0.0066109,           0.0066109
                 235,            0.038895,            0.032666,          0.00069949,             0.60925,             0.52509,             0.53124,             0.22537,            0.033481,            0.028836,          0.00069506,           0.0065964,           0.0065964,           0.0065964
                 236,            0.038785,            0.032829,          0.00064429,             0.60551,             0.52463,             0.53086,             0.22535,            0.033474,            0.028831,          0.00069513,           0.0065818,           0.0065818,           0.0065818
                 237,            0.038931,            0.032569,          0.00058944,             0.60797,             0.52376,             0.53149,             0.22568,            0.033466,            0.028828,          0.00069411,           0.0065673,           0.0065673,           0.0065673
                 238,            0.038877,            0.032329,          0.00070099,             0.60684,              0.5245,             0.53213,             0.22636,            0.033459,            0.028825,          0.00069365,           0.0065527,           0.0065527,           0.0065527
                 239,            0.038958,            0.032614,          0.00063423,             0.60847,             0.52551,             0.53197,             0.22698,            0.033451,            0.028819,          0.00069265,           0.0065382,           0.0065382,           0.0065382
                 240,            0.038908,            0.032073,          0.00066616,             0.60978,             0.52636,             0.53253,             0.22649,            0.033443,            0.028817,          0.00069206,           0.0065236,           0.0065236,           0.0065236
                 241,            0.038704,             0.03218,          0.00068913,             0.60913,              0.5282,             0.53242,             0.22683,            0.033435,             0.02881,          0.00069171,           0.0065091,           0.0065091,           0.0065091
                 242,            0.038922,             0.03279,          0.00063755,             0.60887,             0.53106,             0.53256,             0.22638,            0.033426,            0.028804,          0.00069104,           0.0064945,           0.0064945,           0.0064945
                 243,            0.039034,            0.032612,          0.00067925,             0.60988,             0.53423,             0.53467,             0.22682,            0.033417,            0.028802,          0.00069125,             0.00648,             0.00648,             0.00648
                 244,            0.038718,            0.032462,          0.00066492,             0.61204,             0.53395,             0.53381,              0.2269,            0.033409,            0.028798,          0.00069072,           0.0064655,           0.0064655,           0.0064655
                 245,            0.038841,            0.032291,          0.00067036,             0.61032,             0.53491,             0.53432,             0.22784,            0.033401,            0.028793,          0.00068975,           0.0064509,           0.0064509,           0.0064509
                 246,            0.038994,            0.032466,          0.00072766,             0.61769,             0.52815,             0.53459,             0.22798,            0.033393,            0.028793,          0.00068931,           0.0064364,           0.0064364,           0.0064364
                 247,            0.038805,            0.032636,          0.00076109,             0.61816,              0.5288,             0.53395,             0.22828,            0.033386,            0.028787,          0.00068931,           0.0064218,           0.0064218,           0.0064218
                 248,            0.039287,            0.033567,          0.00066283,             0.61957,             0.52848,             0.53464,             0.22872,            0.033379,            0.028781,          0.00068835,           0.0064073,           0.0064073,           0.0064073
                 249,            0.038713,            0.031938,          0.00064662,             0.62939,             0.53209,             0.53968,             0.22903,            0.033372,            0.028785,          0.00068773,           0.0063927,           0.0063927,           0.0063927
                 250,            0.038699,            0.032738,          0.00064089,             0.63012,             0.53112,             0.53872,             0.22924,            0.033364,            0.028778,          0.00068676,           0.0063782,           0.0063782,           0.0063782
                 251,            0.038832,            0.032708,          0.00062132,             0.62787,             0.53259,             0.53879,             0.22892,            0.033358,            0.028777,          0.00068624,           0.0063636,           0.0063636,           0.0063636
                 252,            0.038915,            0.032644,          0.00070702,             0.63612,             0.53478,             0.53924,             0.22886,            0.033351,            0.028772,          0.00068562,           0.0063491,           0.0063491,           0.0063491
                 253,            0.038818,            0.032436,          0.00058487,             0.63268,              0.5335,             0.53938,             0.22988,            0.033344,            0.028767,          0.00068484,           0.0063345,           0.0063345,           0.0063345
                 254,            0.038899,            0.032819,          0.00069581,             0.63239,             0.53189,             0.53941,             0.22986,            0.033338,            0.028761,          0.00068455,             0.00632,             0.00632,             0.00632
                 255,            0.038688,            0.032735,          0.00072447,             0.63341,              0.5298,             0.53868,             0.22966,            0.033331,            0.028755,          0.00068396,           0.0063055,           0.0063055,           0.0063055
                 256,            0.038809,            0.031955,          0.00063275,             0.63554,             0.52854,             0.53692,              0.2289,            0.033324,             0.02875,          0.00068279,           0.0062909,           0.0062909,           0.0062909
                 257,            0.038901,            0.032872,           0.0006362,             0.62921,             0.52981,             0.53804,             0.22926,            0.033316,            0.028745,           0.0006819,           0.0062764,           0.0062764,           0.0062764
                 258,            0.038926,            0.032239,            0.000689,             0.61261,              0.5361,             0.53708,             0.22905,            0.033309,            0.028737,          0.00068088,           0.0062618,           0.0062618,           0.0062618
                 259,            0.038714,            0.032575,          0.00060916,              0.6125,             0.53697,             0.53644,             0.22871,            0.033302,            0.028739,          0.00067969,           0.0062473,           0.0062473,           0.0062473
                 260,            0.038702,            0.032536,          0.00060261,             0.61216,             0.53245,             0.53646,             0.22883,            0.033294,            0.028733,          0.00067918,           0.0062327,           0.0062327,           0.0062327
                 261,            0.038413,            0.031641,          0.00064933,             0.61511,             0.52935,             0.53472,             0.22864,            0.033287,            0.028732,          0.00067913,           0.0062182,           0.0062182,           0.0062182
                 262,            0.039052,            0.032865,          0.00065159,             0.61312,             0.52809,             0.53433,             0.22867,             0.03328,            0.028727,          0.00067909,           0.0062036,           0.0062036,           0.0062036
                 263,            0.038427,            0.031795,          0.00059128,              0.6107,             0.52619,             0.53523,             0.22886,            0.033273,            0.028727,          0.00067828,           0.0061891,           0.0061891,           0.0061891
                 264,            0.038771,            0.032603,          0.00056905,             0.63536,             0.52081,             0.53678,             0.22908,            0.033267,            0.028723,          0.00067775,           0.0061745,           0.0061745,           0.0061745
                 265,            0.038701,            0.032515,          0.00078424,             0.63654,             0.51719,             0.53648,             0.22912,            0.033261,            0.028717,           0.0006771,             0.00616,             0.00616,             0.00616
                 266,            0.038668,            0.032008,          0.00061538,             0.63934,             0.51723,             0.53676,             0.22959,            0.033255,            0.028716,          0.00067584,           0.0061455,           0.0061455,           0.0061455
                 267,            0.038655,            0.031824,          0.00061612,             0.62258,             0.52382,             0.53791,              0.2294,            0.033248,            0.028711,          0.00067481,           0.0061309,           0.0061309,           0.0061309
                 268,             0.03873,            0.031914,          0.00066002,             0.63436,             0.51884,             0.53715,             0.22946,             0.03324,            0.028707,          0.00067378,           0.0061164,           0.0061164,           0.0061164
                 269,            0.038433,            0.031772,          0.00061331,             0.64032,              0.5207,             0.53878,             0.22956,            0.033234,            0.028704,          0.00067199,           0.0061018,           0.0061018,           0.0061018
                 270,            0.038793,            0.032424,          0.00063343,             0.63543,             0.52213,             0.53986,             0.22995,            0.033225,            0.028693,          0.00067064,           0.0060873,           0.0060873,           0.0060873
                 271,            0.038728,            0.032265,          0.00056998,             0.63346,             0.52093,             0.54108,             0.23009,            0.033218,            0.028691,          0.00066985,           0.0060727,           0.0060727,           0.0060727
                 272,            0.038451,            0.032543,          0.00062197,             0.63464,             0.52207,             0.54124,             0.22998,            0.033211,            0.028687,          0.00066892,           0.0060582,           0.0060582,           0.0060582
                 273,            0.038418,            0.032392,          0.00050015,             0.64124,             0.51748,             0.54027,             0.22993,            0.033205,            0.028686,          0.00066824,           0.0060436,           0.0060436,           0.0060436
                 274,            0.038582,            0.031849,          0.00053482,             0.64582,             0.51993,              0.5427,             0.23084,            0.033196,            0.028683,          0.00066748,           0.0060291,           0.0060291,           0.0060291
                 275,            0.038607,            0.032179,          0.00056541,              0.6461,             0.51989,              0.5427,             0.23062,            0.033188,            0.028677,          0.00066697,           0.0060145,           0.0060145,           0.0060145
                 276,            0.038318,            0.031665,          0.00061131,             0.65143,             0.51374,             0.54419,             0.23084,            0.033179,            0.028672,          0.00066602,               0.006,               0.006,               0.006
                 277,            0.038454,            0.032109,          0.00065649,             0.65203,             0.51387,             0.54452,             0.23098,            0.033172,            0.028668,          0.00066643,           0.0059855,           0.0059855,           0.0059855
                 278,             0.03817,            0.031346,          0.00061008,             0.67573,             0.51298,              0.5472,             0.23097,            0.033165,            0.028665,           0.0006657,           0.0059709,           0.0059709,           0.0059709
                 279,            0.038388,            0.032253,          0.00059722,             0.65888,             0.51844,             0.54637,             0.23142,            0.033157,            0.028659,          0.00066483,           0.0059564,           0.0059564,           0.0059564
                 280,            0.038328,            0.031688,          0.00062043,             0.65258,             0.52048,             0.54756,             0.23159,             0.03315,            0.028656,          0.00066423,           0.0059418,           0.0059418,           0.0059418
                 281,            0.038596,            0.031604,          0.00059925,              0.6705,             0.51682,             0.54792,             0.23186,            0.033143,             0.02865,          0.00066346,           0.0059273,           0.0059273,           0.0059273
                 282,             0.03852,             0.03218,          0.00057792,             0.67117,             0.51735,             0.54817,             0.23245,            0.033136,            0.028641,          0.00066256,           0.0059127,           0.0059127,           0.0059127
                 283,            0.038602,            0.032206,          0.00060133,             0.66658,              0.5178,             0.54699,             0.23242,            0.033128,            0.028633,          0.00066231,           0.0058982,           0.0058982,           0.0058982
                 284,            0.038559,            0.032593,          0.00055805,             0.66442,             0.51862,             0.54783,             0.23256,             0.03312,            0.028628,           0.0006618,           0.0058836,           0.0058836,           0.0058836
                 285,            0.038332,            0.031775,          0.00058397,             0.66464,              0.5174,             0.54635,             0.23277,            0.033112,            0.028628,           0.0006617,           0.0058691,           0.0058691,           0.0058691
                 286,            0.038383,            0.031578,           0.0005954,             0.66627,             0.51805,             0.54912,             0.23315,            0.033104,             0.02862,          0.00066134,           0.0058545,           0.0058545,           0.0058545
                 287,            0.038248,            0.031859,          0.00056559,             0.66716,             0.51255,             0.54843,             0.23305,            0.033096,            0.028615,          0.00066087,             0.00584,             0.00584,             0.00584
                 288,            0.038231,            0.031335,          0.00056767,             0.66909,             0.51495,             0.54959,             0.23405,            0.033089,             0.02861,          0.00066028,           0.0058255,           0.0058255,           0.0058255
                 289,            0.038285,            0.031891,          0.00058086,              0.6673,             0.51998,             0.54994,             0.23434,            0.033081,            0.028601,          0.00066006,           0.0058109,           0.0058109,           0.0058109
                 290,            0.038315,            0.031725,          0.00052972,             0.66509,             0.52517,             0.54916,             0.23422,            0.033074,              0.0286,          0.00066007,           0.0057964,           0.0057964,           0.0057964
                 291,            0.038316,            0.031888,          0.00060381,             0.66526,             0.52489,             0.55028,             0.23446,            0.033066,            0.028596,          0.00065981,           0.0057818,           0.0057818,           0.0057818
                 292,            0.038651,             0.03215,          0.00059456,             0.66192,             0.52562,             0.55038,             0.23492,            0.033058,            0.028588,          0.00065911,           0.0057673,           0.0057673,           0.0057673
                 293,              0.0385,            0.031815,          0.00057114,             0.66219,             0.52516,             0.55035,             0.23488,            0.033051,            0.028585,          0.00065845,           0.0057527,           0.0057527,           0.0057527
                 294,            0.038445,            0.031783,          0.00057457,             0.66386,             0.52373,             0.54907,             0.23475,            0.033043,            0.028578,          0.00065827,           0.0057382,           0.0057382,           0.0057382
                 295,            0.038434,            0.031516,             0.00065,             0.66517,             0.52494,             0.54928,             0.23502,            0.033036,            0.028574,           0.0006579,           0.0057236,           0.0057236,           0.0057236
                 296,            0.038562,            0.032603,          0.00056241,             0.66937,              0.5258,              0.5504,             0.23516,            0.033029,            0.028565,          0.00065756,           0.0057091,           0.0057091,           0.0057091
                 297,            0.038139,            0.031075,          0.00060222,             0.66721,             0.52606,             0.55074,             0.23477,            0.033024,            0.028564,          0.00065711,           0.0056945,           0.0056945,           0.0056945
                 298,            0.038215,             0.03197,          0.00059363,             0.66544,             0.52695,             0.54875,             0.23472,            0.033017,            0.028557,           0.0006568,             0.00568,             0.00568,             0.00568
                 299,            0.038108,            0.031676,          0.00060863,             0.66449,             0.52682,             0.54866,             0.23482,             0.03301,            0.028548,          0.00065642,           0.0056655,           0.0056655,           0.0056655
                 300,            0.038264,            0.031908,          0.00061397,             0.66555,              0.5271,             0.54901,              0.2365,            0.033003,            0.028541,          0.00065634,           0.0056509,           0.0056509,           0.0056509
                 301,            0.038433,            0.031383,          0.00051813,             0.66492,             0.52605,             0.54951,             0.23632,            0.032996,            0.028537,          0.00065613,           0.0056364,           0.0056364,           0.0056364
                 302,            0.038156,            0.031939,          0.00056875,             0.66823,             0.52653,             0.55108,             0.23505,            0.032988,             0.02853,           0.0006556,           0.0056218,           0.0056218,           0.0056218
                 303,            0.038304,            0.031409,          0.00060155,             0.66813,             0.52571,             0.55163,             0.23532,            0.032981,            0.028524,          0.00065516,           0.0056073,           0.0056073,           0.0056073
                 304,            0.038182,            0.031757,          0.00056892,             0.66976,             0.52681,             0.55146,             0.23575,            0.032974,            0.028514,          0.00065481,           0.0055927,           0.0055927,           0.0055927
                 305,            0.038198,            0.031942,          0.00062817,             0.67122,             0.52429,             0.55051,             0.23535,            0.032968,             0.02851,          0.00065438,           0.0055782,           0.0055782,           0.0055782
                 306,            0.038202,            0.032085,          0.00059858,             0.67055,             0.52463,             0.55189,             0.23568,            0.032962,            0.028505,          0.00065448,           0.0055636,           0.0055636,           0.0055636
                 307,            0.038326,            0.032236,          0.00060442,             0.67113,             0.52432,             0.55196,             0.23575,            0.032954,            0.028499,          0.00065424,           0.0055491,           0.0055491,           0.0055491
                 308,            0.038247,            0.032398,          0.00055178,             0.67037,             0.52378,             0.55309,             0.23747,            0.032946,            0.028493,          0.00065389,           0.0055345,           0.0055345,           0.0055345
                 309,            0.038223,            0.032302,          0.00057851,             0.66945,              0.5254,             0.55241,             0.23739,            0.032939,            0.028487,          0.00065325,             0.00552,             0.00552,             0.00552
                 310,            0.038103,            0.031977,          0.00052485,             0.66974,             0.52752,             0.55489,             0.23743,            0.032932,            0.028485,          0.00065346,           0.0055055,           0.0055055,           0.0055055
                 311,            0.038453,            0.031596,          0.00057507,             0.67034,             0.52742,             0.55526,             0.23721,            0.032926,            0.028478,          0.00065267,           0.0054909,           0.0054909,           0.0054909
                 312,            0.038155,            0.031167,           0.0005174,             0.66831,              0.5265,             0.55342,             0.23713,            0.032919,            0.028472,          0.00065231,           0.0054764,           0.0054764,           0.0054764
