               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.020413,           0.0038151,            0.011844,             0.65684,             0.65259,             0.67467,             0.38353,            0.018182,           0.0029039,            0.013112,           0.0084457,           0.0084457,           0.0084457
                 138,            0.020143,           0.0036426,            0.011209,             0.71319,             0.66059,             0.71786,              0.4019,            0.018474,           0.0028774,            0.011279,           0.0084343,           0.0084343,           0.0084343
                 139,            0.020101,           0.0036403,            0.011015,             0.70826,             0.68662,             0.72802,             0.41548,            0.017911,           0.0028389,            0.010765,           0.0084229,           0.0084229,           0.0084229
                 140,            0.020123,           0.0037051,            0.011879,             0.72036,             0.69705,             0.75192,             0.43366,            0.017617,           0.0028234,            0.010537,           0.0084114,           0.0084114,           0.0084114
                 141,            0.020122,           0.0038075,            0.010195,             0.71416,             0.71074,             0.74586,             0.42574,            0.017865,            0.002821,            0.010449,              0.0084,              0.0084,              0.0084
                 142,            0.020249,           0.0035265,            0.010803,             0.74409,             0.71799,             0.77191,             0.45268,            0.017512,           0.0027719,           0.0094696,           0.0083886,           0.0083886,           0.0083886
                 143,            0.019747,           0.0036374,            0.010747,             0.71388,             0.71768,             0.75714,             0.43982,            0.017555,           0.0027631,            0.010541,           0.0083771,           0.0083771,           0.0083771
                 144,             0.02022,           0.0034995,           0.0099217,             0.71931,             0.67302,             0.72696,             0.40472,            0.018722,           0.0028833,            0.010533,           0.0083657,           0.0083657,           0.0083657
                 145,            0.020697,           0.0036366,            0.011086,             0.71044,             0.67566,             0.73135,             0.41043,            0.018172,           0.0028717,            0.010907,           0.0083543,           0.0083543,           0.0083543
                 146,            0.020111,           0.0035721,            0.011275,             0.70581,             0.65994,             0.70842,             0.38371,            0.018979,           0.0029045,            0.011908,           0.0083429,           0.0083429,           0.0083429
                 147,            0.020036,           0.0035878,            0.012132,             0.73599,             0.67358,             0.73812,             0.42215,            0.017849,           0.0028712,           0.0091433,           0.0083314,           0.0083314,           0.0083314
                 148,            0.020203,           0.0037857,            0.011513,             0.73719,             0.66994,             0.73409,             0.40335,            0.018556,           0.0028564,           0.0097116,             0.00832,             0.00832,             0.00832
                 149,            0.020076,           0.0036015,            0.011979,             0.72863,              0.6736,             0.73256,              0.4153,            0.018137,           0.0028443,            0.011733,           0.0083086,           0.0083086,           0.0083086
